"Response ID";"Date submitted";"Last page";"Start language";"Seed";"Date started";"Date last action";"What is your gender?";"How old are you?";"What is your field of study?";"What is your field of study? [Other]";"What language is primarily spoken in your courses?";"Do you work with collaboration tools during your studies? (Microsoft Teams, Zoom, Trello, GitHub,...)";"What collaboration tools do you use and how often do you use them?  [Microsoft Teams]";"What collaboration tools do you use and how often do you use them?  [Zoom]";"What collaboration tools do you use and how often do you use them?  [Google Workspace (Docs, Sheets, Slides)]";"What collaboration tools do you use and how often do you use them?  [Slack]";"What collaboration tools do you use and how often do you use them?  [Trello]";"What collaboration tools do you use and how often do you use them?  [Notion]";"What collaboration tools do you use and how often do you use them?  [Miro]";"What collaboration tools do you use and how often do you use them?  [Mural]";"What collaboration tools do you use and how often do you use them?  [GitHub]";"What collaboration tools do you use and how often do you use them?  [Monday.com]";"What collaboration tools do you use and how often do you use them?  [Asana]";"What collaboration tools do you use and how often do you use them?  [Jira]";"What collaboration tools do you use and how often do you use them?  [Other (write below)]";"Do you use any other tools that are not mentioned above?";"Is the following criteria important in the selection of a collaboration tool for you?  [User-friendliness]";"Is the following criteria important in the selection of a collaboration tool for you?  [Functionality and feature set]";"Is the following criteria important in the selection of a collaboration tool for you?  [Integration with other tools]";"Is the following criteria important in the selection of a collaboration tool for you?  [Scalability (Ability to increase or decrease in performance)]";"Is the following criteria important in the selection of a collaboration tool for you?  [Cost (Expense involved in purchase and maintenance)]";"Is the following criteria important in the selection of a collaboration tool for you?  [Privacy and security]";"Is the following criteria important in the selection of a collaboration tool for you?  [Reliability and availability]";"Is the following criteria important in the selection of a collaboration tool for you?  [Mobility and access (Ease of access from various locations/devices)]";"Is the following criteria important in the selection of a collaboration tool for you?  [Customizability (personalize according to needs)]";"Is the following criteria important in the selection of a collaboration tool for you?  [Feedback and evaluation features]";"Is the following criteria important in the selection of a collaboration tool for you?  [Accessibility (Usable for as many people as possible)]";"Is the following criteria important in the selection of a collaboration tool for you?  [Reputation of the provider]";"Please mark what applies to you.  [The use of collaboration tools has improved collaboration with my fellow students.]";"Please mark what applies to you.  [Collaboration tools have made group projects more organized and manageable.]";"Please mark what applies to you.  [Collaboration tools have improved the ability to coordinate tasks and deadlines within my team.]";"Please mark what applies to you.  [Collaboration tools facilitate communication with lecturers and the exchange of feedback.]";"Please mark what applies to you.  [My active participation and engagement in class have increased through the use of these tools.]";"Please mark what applies to you.  [The use of collaboration tools has increased my motivation to learn.]";"Please mark what applies to your institution.  [I am satisfied with the variety of digital collaboration tools offered by my institution.]";"Please mark what applies to your institution.  [My institution integrates digital collaboration tools into the curriculum effectively.]";"Please mark what applies to your institution.  [The training sessions on digital collaboration tools provided by my institution are adequate.]";"Please mark what applies to your institution.  [My institution's helpdesk support effectively resolves issues related to digital collaboration tools.]";"Please mark what applies to your institution.  [I feel involved in the decision-making process regarding the selection of digital collaboration tools at my institution.]";"What are the most significant challenges you face while collaborating using digital tools and how often does it happen? [Technical issues (e.g., connectivity problems, software glitches)]";"What are the most significant challenges you face while collaborating using digital tools and how often does it happen? [Lack of familiarity with the tools]";"What are the most significant challenges you face while collaborating using digital tools and how often does it happen? [Difficulty maintaining effective communication with my team members]";"What are the most significant challenges you face while collaborating using digital tools and how often does it happen? [Lack of engagement or participation from team members]";"What are the most significant challenges you face while collaborating using digital tools and how often does it happen? [Difficulty in managing and organizing shared documents and resources]";"What are the most significant challenges you face while collaborating using digital tools and how often does it happen? [Privacy and security concerns]";"What are the most significant challenges you face while collaborating using digital tools and how often does it happen? [Inadequate support and training on the use of digital tools]";"Are there any other difficulties you encounter when using collaboration tools that have not been mentioned?";"How strongly do you feel the use of digital collaboration tools has impacted your academic performance positively?";"Please feel free to share any additional questions, suggestions, or comments you might have regarding digital collaboration tools or your experience using them.";"Total time";"Group time: General part";"Question time: G01Q10";"Question time: G02Q13";"Question time: G00Q13";"Question time: G01Q11";"Question time: G03Q12";"Question time: G02Q12";"Question time: G01Q13";"Group time: Use of Collaboration Tools";"Question time: G02Q05";"Group time: Use of Collaboration Tools";"Question time: G02Q03";"Group time: Use of Collaboration Tools";"Question time: G02Q07";"Group time: Use of Collaboration Tools";"Question time: G02Q08";"Question time: G05Q14";"Question time: G01Q09";"Group time: Conclusion";"Question time: G03Q06"
"11";"2024-03-28 12:31:03";"6";"en";"335590083";"2024-03-28 11:25:49";"2024-03-28 12:31:03";"Male";"20-24";"Life Sciences and Medicine";"";"(Swiss-)German";"Yes";"Weekly";"Weekly";"Less frequently";"Never";"Never";"Less frequently";"Never";"Never";"Several times a week";"Never";"Never";"Never";"Weekly";"Webex";"Agree";"Strongly Agree";"Agree";"Neutral";"Agree";"Neutral";"Agree";"Agree";"Disagree";"Disagree";"Agree";"Neutral";"Strongly Agree";"Strongly Agree";"Agree";"Agree";"Neutral";"Neutral";"Agree";"Agree";"Agree";"Neutral";"Neutral";"Sometimes";"Rarely";"Rarely";"Rarely";"Rarely";"Rarely";"Rarely";"";"Moderately";"";"3916.97";"93.94";;;;;;;;"69.09";;"81.11";;"117.82";;"3550.88";;;;"4.13";
"12";;"1";"en";"920672826";"2024-03-28 11:25:56";"2024-03-28 11:27:09";"Female";"20-24";"Social Sciences";"";"(Swiss-)German";"Yes";"Several times a week";"Weekly";"Never";"Never";"Never";"Never";"Less frequently";"Never";"Never";"Never";"Never";"Never";"Never";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"73.92";"73.92";;;;;;;;;;;;;;;;;;;
"13";;"1";"en";"1929911097";"2024-03-28 11:26:06";"2024-03-28 11:28:50";"Female";"20-24";"Life Sciences and Medicine";"";"(Swiss-)German";"Yes";"Daily";"Weekly";"Weekly";"Never";"Never";"Never";"Several times a week";"Never";"Never";"Never";"Never";"Never";"Never";"In my personal life, for organizing myself and for collaboration in my job and other projects in comitees for example I use Nextcloud, Jitsi, Only Office.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"164.18";"164.18";;;;;;;;;;;;;;;;;;;
"14";"2024-03-28 11:31:30";"6";"en";"1350225894";"2024-03-28 11:26:12";"2024-03-28 11:31:30";"Male";"20-24";"Business and Economics";"";"(Swiss-)German";"Yes";"Several times a week";"Never";"Never";"Never";"Never";"Never";"Less frequently";"Never";"Several times a week";"Never";"Never";"Less frequently";"Several times a week";"Discord, OneDrive";"Agree";"Agree";"Neutral";"Disagree";"Agree";"Strongly Agree";"Agree";"Strongly Agree";"Neutral";"Disagree";"Agree";"Agree";"Agree";"Strongly Agree";"Agree";"Agree";"Agree";"Agree";"Neutral";"Agree";"Agree";"Neutral";"Strongly disagree";"Rarely";"Never";"Rarely";"Sometimes";"Rarely";"Sometimes";"Rarely";"Others not knowing how to use the tools";"Very";"";"321.32";"128.84";;;;;;;;"42.33";;"49.71";;"34.77";;"63.22";;;;"2.45";
"15";"2024-03-28 11:31:59";"6";"en";"696446186";"2024-03-28 11:26:15";"2024-03-28 11:31:59";"Male";"20-24";"Business and Economics";"";"(Swiss-)German";"Yes";"Weekly";"Never";"Less frequently";"Never";"Never";"Less frequently";"Less frequently";"Never";"Less frequently";"Never";"Never";"Several times a week";"Never";"";"Strongly Agree";"Strongly Agree";"Agree";"Neutral";"Agree";"Agree";"Strongly Agree";"Strongly Agree";"Neutral";"Disagree";"Neutral";"Disagree";"Agree";"Agree";"Agree";"Disagree";"Strongly disagree";"Strongly disagree";"Strongly disagree";"Strongly disagree";"Strongly disagree";"Neutral";"Strongly disagree";"Rarely";"Never";"Never";"Sometimes";"Never";"Often";"Never";"";"Slightly";"";"345.75";"220.03";;;;;;;;"35.52";;"33.02";;"20.89";;"33";;;;"3.29";
"16";;"3";"en";"966679939";"2024-03-28 11:26:29";"2024-03-28 11:30:28";"Female";"20-24";"Law";"";"(Swiss-)German";"Yes";"Weekly";"Never";"Weekly";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"";"Strongly Agree";"Neutral";"Agree";"Agree";"Strongly Agree";"Disagree";"Agree";"Agree";"Disagree";"Strongly disagree";"Neutral";"Neutral";"Agree";"Strongly Agree";"Neutral";"Neutral";"Strongly disagree";"Neutral";"";"";"";"";"";"";"";"";"";"";"";"";;;;"240.06";"74.7";;;;;;;;"95.15";;"70.21";;;;;;;;;
"17";"2024-03-28 11:31:20";"6";"en";"1245132437";"2024-03-28 11:26:30";"2024-03-28 11:31:20";"Female";"25-29";"Social Sciences";"";"(Swiss-)German";"Yes";"Daily";"Less frequently";"Weekly";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"";"Agree";"Agree";"Strongly Agree";"Neutral";"Agree";"Strongly Agree";"Agree";"Neutral";"Agree";"Disagree";"Agree";"Agree";"Neutral";"Agree";"Neutral";"Agree";"Neutral";"Agree";"Neutral";"Neutral";"Neutral";"Neutral";"Disagree";"Sometimes";"Rarely";"Never";"Sometimes";"Sometimes";"Never";"Never";"";"Slightly";"";"292.71";"99.69";;;;;;;;"54.72";;"45.31";;"31.29";;"59.52";;;;"2.18";
"18";"2024-03-28 11:38:01";"6";"en";"487109937";"2024-03-28 11:26:46";"2024-03-28 11:38:01";"Male";"20-24";"Science, Technology, Engineering and Mathematics";"";"(Swiss-)German";"Yes";"Less frequently";"Never";"Never";"Never";"Never";"Never";"Less frequently";"Never";"Daily";"Never";"Never";"Less frequently";"Less frequently";"VSCode LiveShare";"Strongly Agree";"Strongly Agree";"Agree";"Neutral";"Agree";"Neutral";"Agree";"Strongly Agree";"Neutral";"Disagree";"Strongly Agree";"Disagree";"Disagree";"Neutral";"Strongly disagree";"Agree";"Disagree";"Disagree";"Disagree";"Strongly disagree";"Disagree";"Neutral";"Strongly disagree";"Rarely";"Rarely";"Often";"Very often";"Never";"Never";"Sometimes";"";"Not at all";"Current collaboration tools are bloated while still lacking essential features. As a software developer, I never want to leave my IDE to do administrative work for collaborative projects, so my collab tool of choice would be Visual Studio Code, if everything I need was available as an extension.";"679.41";"126.01";;;;;;;;"97.01";;"75.42";;"54.9";;"99.14";;;;"226.93";
"19";"2024-03-28 11:30:44";"6";"en";"70081361";"2024-03-28 11:27:15";"2024-03-28 11:30:44";"Male";"20-24";"Business and Economics";"";"(Swiss-)German";"Yes";"Daily";"Less frequently";"Never";"Never";"Never";"Never";"Never";"Never";"Weekly";"Never";"Never";"Less frequently";"Never";"";"Strongly Agree";"Strongly Agree";"Strongly Agree";"Agree";"Strongly Agree";"Neutral";"Strongly Agree";"Strongly Agree";"Neutral";"Disagree";"Strongly Agree";"Agree";"Agree";"Agree";"Neutral";"Agree";"Agree";"Neutral";"Strongly Agree";"Strongly Agree";"Agree";"Strongly Agree";"Neutral";"Rarely";"Sometimes";"Rarely";"Often";"Rarely";"Rarely";"Never";"";"Very";"";"212.99";"63.86";;;;;;;;"45.84";;"23.75";;"25.99";;"50.74";;;;"2.81";
"20";;"1";"en";"1641168868";"2024-03-28 11:27:17";"2024-03-28 11:28:27";"Female";"25-29";"Other";"Interpreting (Languages)";"(Swiss-)German";"Yes";"Less frequently";"Less frequently";"Less frequently";"Never";"Never";"Never";"Less frequently";"Never";"Never";"Never";"Never";"Never";"Never";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"70.16";"70.16";;;;;;;;;;;;;;;;;;;
"21";"2024-03-28 11:30:12";"6";"en";"20398108";"2024-03-28 11:27:18";"2024-03-28 11:30:12";"Female";"20-24";"Life Sciences and Medicine";"";"(Swiss-)German";"Yes";"Several times a week";"Less frequently";"Never";"Never";"Never";"Never";"Less frequently";"Never";"Never";"Never";"Never";"Never";"Never";"";"Agree";"Agree";"Agree";"Disagree";"Disagree";"Agree";"Agree";"Agree";"Disagree";"Disagree";"Agree";"Disagree";"Agree";"Strongly Agree";"Strongly Agree";"Neutral";"Neutral";"Neutral";"Neutral";"Agree";"Neutral";"Neutral";"Disagree";"Often";"Sometimes";"Sometimes";"Often";"Rarely";"Rarely";"Rarely";"";"Very";"";"175.71";"45.97";;;;;;;;"40.46";;"29.63";;"20.9";;"35.69";;;;"3.06";
"22";"2024-03-28 11:38:26";"6";"en";"1836283868";"2024-03-28 11:28:28";"2024-03-28 11:38:26";"Male";"20-24";"Science, Technology, Engineering and Mathematics";"";"(Swiss-)German";"Yes";"Several times a week";"Less frequently";"Less frequently";"Never";"Less frequently";"Less frequently";"Never";"Never";"Daily";"Never";"Never";"Less frequently";"Never";"";"Strongly Agree";"Agree";"Agree";"Neutral";"Agree";"Neutral";"Agree";"Strongly Agree";"Strongly Agree";"Disagree";"Neutral";"Disagree";"Agree";"Strongly Agree";"Agree";"Neutral";"Agree";"Neutral";"Agree";"Agree";"Neutral";"Neutral";"Agree";"Rarely";"Sometimes";"Rarely";"Sometimes";"Sometimes";"Never";"Often";"";"Very";"";"601.21";"88.86";;;;;;;;"242.52";;"102.97";;"35.3";;"127.64";;;;"3.92";
"23";"2024-03-28 11:34:37";"6";"en";"1898746824";"2024-03-28 11:28:40";"2024-03-28 11:34:37";"Male";"30-34";"Other";"Real Estate and FM";"(Swiss-)German";"Yes";"Several times a week";"Weekly";"Less frequently";"Never";"Never";"Never";"Less frequently";"Never";"Never";"Never";"Never";"Never";"Never";"";"Strongly Agree";"Agree";"Neutral";"Disagree";"Strongly Agree";"Neutral";"Agree";"Strongly Agree";"Neutral";"Disagree";"Strongly Agree";"Strongly Agree";"Agree";"Agree";"Agree";"Neutral";"Disagree";"Disagree";"Disagree";"Disagree";"Disagree";"Disagree";"Disagree";"Never";"Rarely";"Sometimes";"Sometimes";"Rarely";"Never";"Rarely";"";"Slightly";"";"358.14";"170.52";;;;;;;;"49.04";;"36.27";;"46.37";;"51.83";;;;"4.11";
"24";"2024-03-28 11:32:38";"6";"en";"1658554696";"2024-03-28 11:29:25";"2024-03-28 11:32:38";"Female";"over 35 years";"Science, Technology, Engineering and Mathematics";"";"(Swiss-)German";"Yes";"Several times a week";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Less frequently";"Never";"Never";"Never";"Never";"";"Strongly Agree";"Strongly Agree";"Strongly Agree";"Agree";"Neutral";"Agree";"Agree";"Neutral";"Disagree";"Neutral";"Agree";"Disagree";"Agree";"Agree";"Agree";"Agree";"Agree";"Agree";"Neutral";"Neutral";"Disagree";"Neutral";"Strongly disagree";"Sometimes";"Rarely";"Rarely";"Sometimes";"Sometimes";"Never";"Never";"";"Very";"";"195.16";"44.63";;;;;;;;"35.29";;"61.5";;"25.91";;"25.82";;;;"2.01";
"25";"2024-03-28 11:33:24";"6";"en";"585115300";"2024-03-28 11:30:03";"2024-03-28 11:33:24";"Female";"20-24";"Arts and Humanities";"";"(Swiss-)German";"Yes";"Weekly";"Less frequently";"Never";"Never";"Never";"Never";"Weekly";"Never";"Never";"Never";"Never";"Never";"Never";"Webex";"Agree";"Neutral";"Neutral";"Neutral";"Strongly Agree";"Strongly Agree";"Strongly Agree";"Strongly Agree";"Agree";"Neutral";"Strongly Agree";"Agree";"Agree";"Agree";"Agree";"Agree";"Agree";"Neutral";"Strongly Agree";"Neutral";"Disagree";"Agree";"Disagree";"Rarely";"Rarely";"Rarely";"Sometimes";"Never";"Never";"Never";"";"Very";"";"202.61";"70.05";;;;;;;;"35.09";;"28.64";;"28.1";;"37.34";;;;"3.39";
"26";"2024-03-28 11:35:22";"6";"en";"1658139919";"2024-03-28 11:31:23";"2024-03-28 11:35:22";"Male";"20-24";"Life Sciences and Medicine";"";"(Swiss-)German";"Yes";"Weekly";"Less frequently";"Never";"Never";"Never";"Never";"Less frequently";"Never";"Never";"Never";"Never";"Never";"Never";"";"Neutral";"Agree";"Agree";"Neutral";"Disagree";"Neutral";"Agree";"Strongly Agree";"Agree";"Neutral";"Agree";"Strongly Agree";"Agree";"Agree";"Agree";"Disagree";"Strongly disagree";"Disagree";"Agree";"Agree";"Disagree";"Neutral";"Neutral";"Sometimes";"Rarely";"Often";"Very often";"Sometimes";"Never";"Sometimes";"";"Moderately";"";"241.1";"44.48";;;;;;;;"75.32";;"34.34";;"48.94";;"33.37";;;;"4.65";
